Слово,Количество,Частота(%)
charming,48,0.00817897
Highness,48,0.00817897
singing,48,0.00817897
heaven,48,0.00817897
early,48,0.00817897
success,48,0.00817897
coachman,48,0.00817897
direct,48,0.00817897
members,48,0.00817897
yesterday,48,0.00817897
wall,47,0.00800857
wide,47,0.00800857
chance,47,0.00800857
footman,47,0.00800857
chest,47,0.00800857
Hurrah,47,0.00800857
recalled,47,0.00800857
dreadful,47,0.00800857
twice,47,0.00800857
agitated,47,0.00800857
departure,47,0.00800857
due,47,0.00800857
green,47,0.00800857
tender,47,0.00800857
warm,47,0.00800857
Pfuel,47,0.00800857
importance,47,0.00800857
reports,47,0.00800857
blushed,47,0.00800857
serve,47,0.00800857
causes,47,0.00800857
worse,47,0.00800857
Suddenly,47,0.00800857
expect,47,0.00800857
gathered,47,0.00800857
curiosity,47,0.00800857
agree,47,0.00800857
cart,46,0.00783818
firm,46,0.00783818
weak,46,0.00783818
rich,46,0.00783818
jumped,46,0.00783818
major,46,0.00783818
awaiting,46,0.00783818
orderly,46,0.00783818
excitement,46,0.00783818
difficulty,46,0.00783818
garden,46,0.00783818
returning,46,0.00783818
somewhere,46,0.00783818
scarcely,46,0.00783818
carefully,46,0.00783818
gown,46,0.00783818
bound,46,0.00783818
papers,46,0.00783818
whatever,46,0.00783818
recognize,46,0.00783818
forehead,46,0.00783818
rapid,46,0.00783818
stout,46,0.00783818
frowning,46,0.00783818
thirty,46,0.00783818
whisper,45,0.00766778
allow,45,0.00766778
flew,45,0.00766778
happening,45,0.00766778
sick,45,0.00766778
walk,45,0.00766778
streets,45,0.00766778
aide,45,0.00766778
previously,45,0.00766778
clever,45,0.00766778
leaning,45,0.00766778
motion,45,0.00766778
2,45,0.00766778
thrown,45,0.00766778
played,45,0.00766778
balls,45,0.00766778
respect,45,0.00766778
apart,45,0.00766778
enormous,45,0.00766778
ourselves,45,0.00766778
teeth,45,0.00766778
increased,45,0.00766778
wore,45,0.00766778
spirit,45,0.00766778
Dolgor,45,0.00766778
efforts,45,0.00766778
particular,45,0.00766778
sign,45,0.00766778
accompanied,44,0.00749739
age,44,0.00749739
fighting,44,0.00749739
Alex,44,0.00749739
armies,44,0.00749739
prisoner,44,0.00749739
hours,44,0.00749739
governor,44,0.00749739
mass,44,0.00749739
outside,44,0.00749739
watched,44,0.00749739
repeating,44,0.00749739
finish,44,0.00749739
lov,44,0.00749739
Our,44,0.00749739
knowledge,44,0.00749739
Father,44,0.00749739
loss,44,0.00749739
showing,44,0.00749739
Look,44,0.00749739
seat,44,0.00749739
battalion,44,0.00749739
gentleman,44,0.00749739
visitor,44,0.00749739
mustache,44,0.00749739
firmly,44,0.00749739
humanity,44,0.00749739
easily,43,0.00732699
didn,43,0.00732699
realized,43,0.00732699
August,43,0.00732699
join,43,0.00732699
horror,43,0.00732699
admit,43,0.00732699
carrying,43,0.00732699
forgive,43,0.00732699
breast,43,0.00732699
receive,43,0.00732699
accustomed,43,0.00732699
raising,43,0.00732699
r,43,0.00732699
Several,43,0.00732699
mood,43,0.00732699
considering,43,0.00732699
writing,43,0.00732699
worn,43,0.00732699
badly,43,0.00732699
inhabitants,43,0.00732699
gold,43,0.00732699
Arakch,43,0.00732699
leading,43,0.00732699
unpleasant,43,0.00732699
frowned,43,0.00732699
speech,43,0.00732699
vski,43,0.00732699
captured,43,0.00732699
comrades,43,0.00732699
novich,43,0.00732699
imagined,42,0.0071566
concluded,42,0.0071566
youth,42,0.0071566
explained,42,0.0071566
natural,42,0.0071566
Perhaps,42,0.0071566
gentle,42,0.0071566
walking,42,0.0071566
quick,42,0.0071566
eat,42,0.0071566
confusion,42,0.0071566
completely,42,0.0071566
gun,42,0.0071566
icon,42,0.0071566
Paris,42,0.0071566
Polish,42,0.0071566
engagement,42,0.0071566
dancing,42,0.0071566
Very,42,0.0071566
science,42,0.0071566
forty,42,0.0071566
Davout,42,0.0071566
ideas,42,0.0071566
Peter,42,0.0071566
valet,42,0.0071566
dog,42,0.0071566
household,42,0.0071566
thousands,42,0.0071566
lower,42,0.0071566
trembling,42,0.0071566
prove,42,0.0071566
wound,42,0.0071566
nice,42,0.0071566
mon,42,0.0071566
below,42,0.0071566
companion,41,0.0069862
cards,41,0.0069862
saber,41,0.0069862
produced,41,0.0069862
respectfully,41,0.0069862
intended,41,0.0069862
influence,41,0.0069862
fourth,41,0.0069862
Nothing,41,0.0069862
nodded,41,0.0069862
fool,41,0.0069862
shirt,41,0.0069862
sobs,41,0.0069862
capital,41,0.0069862
intimate,41,0.0069862
stronger,41,0.0069862
greatest,41,0.0069862
drink,41,0.0069862
space,41,0.0069862
beg,41,0.0069862
headquarters,41,0.0069862
minute,41,0.0069862
impression,41,0.0069862
columns,41,0.0069862
agitation,41,0.0069862
pain,41,0.0069862
Daniel,41,0.0069862
paid,41,0.0069862
novna,41,0.0069862
allowed,41,0.0069862
F,41,0.0069862
St,41,0.0069862
France,41,0.0069862
Zherk,40,0.00681581
fault,40,0.00681581
bottle,40,0.00681581
marshal,40,0.00681581
glory,40,0.00681581
explanation,40,0.00681581
King,40,0.00681581
apparently,40,0.00681581
definite,40,0.00681581
carriages,40,0.00681581
everywhere,40,0.00681581
complete,40,0.00681581
immense,40,0.00681581
visible,40,0.00681581
believed,40,0.00681581
crowded,40,0.00681581
period,40,0.00681581
Tell,40,0.00681581
demanded,40,0.00681581
experience,40,0.00681581
destruction,40,0.00681581
secret,40,0.00681581
clean,40,0.00681581
incomprehensible,40,0.00681581
none,40,0.00681581
handkerchief,40,0.00681581
appearance,40,0.00681581
satisfied,40,0.00681581
food,40,0.00681581
nin,40,0.00681581
memory,40,0.00681581
corps,40,0.00681581
Again,40,0.00681581
fellows,40,0.00681581
receiving,40,0.00681581
soft,40,0.00681581
baby,40,0.00681581
ears,40,0.00681581
Every,40,0.00681581
embraced,39,0.00664541
property,39,0.00664541
kiss,39,0.00664541
lie,39,0.00664541
mist,39,0.00664541
fully,39,0.00664541
mounted,39,0.00664541
connection,39,0.00664541
previous,39,0.00664541
false,39,0.00664541
eight,39,0.00664541
spectacles,39,0.00664541
inquired,39,0.00664541
ruined,39,0.00664541
acquaintances,39,0.00664541
acquaintance,39,0.00664541
intention,39,0.00664541
feared,39,0.00664541
solemn,39,0.00664541
sternly,39,0.00664541
sleigh,39,0.00664541
note,39,0.00664541
habit,39,0.00664541
estates,39,0.00664541
Monsieur,39,0.00664541
anxious,39,0.00664541
Weyrother,39,0.00664541
instructions,39,0.00664541
chiefly,38,0.00647502
fought,38,0.00647502
Grand,38,0.00647502
smell,38,0.00647502
knoll,38,0.00647502
series,38,0.00647502
III,38,0.00647502
huge,38,0.00647502
stranger,38,0.00647502
chosen,38,0.00647502
winter,38,0.00647502
lies,38,0.00647502
anger,38,0.00647502
Lavr,38,0.00647502
generally,38,0.00647502
remarks,38,0.00647502
slowly,38,0.00647502
column,38,0.00647502
follow,38,0.00647502
Kuzm,38,0.00647502
lines,37,0.00630462
adjutants,37,0.00630462
friendship,37,0.00630462
save,37,0.00630462
trees,37,0.00630462
finger,37,0.00630462
unexpected,37,0.00630462
millions,37,0.00630462
falling,37,0.00630462
flight,37,0.00630462
suppose,37,0.00630462
removed,37,0.00630462
steward,37,0.00630462
dance,37,0.00630462
spring,37,0.00630462
baggage,37,0.00630462
favorite,37,0.00630462
lead,37,0.00630462
council,37,0.00630462
gallop,37,0.00630462
dangerous,37,0.00630462
Those,37,0.00630462
similar,37,0.00630462
gaily,37,0.00630462
Madame,37,0.00630462
battlefield,37,0.00630462
letting,37,0.00630462
joyfully,37,0.00630462
vicomte,37,0.00630462
preparing,37,0.00630462
informed,37,0.00630462
empty,37,0.00630462
pressing,37,0.00630462
game,37,0.00630462
works,37,0.00630462
terms,37,0.00630462
Please,37,0.00630462
escape,37,0.00630462
Kar,37,0.00630462
Dessalles,37,0.00630462
prayer,37,0.00630462
sympathy,36,0.00613423
absent,36,0.00613423
IX,36,0.00613423
Mak,36,0.00613423
nations,36,0.00613423
offer,36,0.00613423
wet,36,0.00613423
sergeant,36,0.00613423
dare,36,0.00613423
XIV,36,0.00613423
galloping,36,0.00613423
XVI,36,0.00613423
physical,36,0.00613423
kissing,36,0.00613423
saddle,36,0.00613423
deal,36,0.00613423
Thy,36,0.00613423
ha,36,0.00613423
watching,36,0.00613423
aunt,36,0.00613423
accepted,36,0.00613423
reported,36,0.00613423
destroy,36,0.00613423
imagination,36,0.00613423
loudly,36,0.00613423
ballroom,36,0.00613423
touching,36,0.00613423
loving,36,0.00613423
theory,36,0.00613423
keeping,36,0.00613423
terror,36,0.00613423
knees,36,0.00613423
grief,36,0.00613423
details,36,0.00613423
managed,36,0.00613423
pistol,36,0.00613423
softly,36,0.00613423
attitude,36,0.00613423
afterwards,36,0.00613423
resolute,36,0.00613423
tenderness,36,0.00613423
anteroom,35,0.00596383
detachment,35,0.00596383
shaking,35,0.00596383
fields,35,0.00596383
helped,35,0.00596383
wheels,35,0.00596383
insisted,35,0.00596383
ahead,35,0.00596383
historic,35,0.00596383
driving,35,0.00596383
hero,35,0.00596383
usually,35,0.00596383
cousin,35,0.00596383
pause,35,0.00596383
delight,35,0.00596383
suffered,35,0.00596383
Still,35,0.00596383
busy,35,0.00596383
illness,35,0.00596383
proud,35,0.00596383
remark,35,0.00596383
awaited,35,0.00596383
reach,35,0.00596383
Tar,35,0.00596383
losing,35,0.00596383
weeks,35,0.00596383
months,35,0.00596383
ya,35,0.00596383
midst,35,0.00596383
proposed,35,0.00596383
XII,35,0.00596383
XI,35,0.00596383
timidly,35,0.00596383
dropped,35,0.00596383
X,35,0.00596383
Emperors,35,0.00596383
formerly,35,0.00596383
VIII,34,0.00579344
ease,34,0.00579344
clouds,34,0.00579344
VII,34,0.00579344
VI,34,0.00579344
virtue,34,0.00579344
Dear,34,0.00579344
doesn,34,0.00579344
essential,34,0.00579344
IV,34,0.00579344
II,34,0.00579344
paces,34,0.00579344
borzois,34,0.00579344
tormented,34,0.00579344
waited,34,0.00579344
hare,34,0.00579344
animal,34,0.00579344
hounds,34,0.00579344
entrance,34,0.00579344
reproach,34,0.00579344
dogs,34,0.00579344
Duny,34,0.00579344
calling,34,0.00579344
gloomy,34,0.00579344
blow,34,0.00579344
doctors,34,0.00579344
hung,34,0.00579344
finding,34,0.00579344
hide,34,0.00579344
darling,34,0.00579344
uniforms,34,0.00579344
regiments,34,0.00579344
Erm,34,0.00579344
month,34,0.00579344
wishes,34,0.00579344
dream,34,0.00579344
cheeks,34,0.00579344
peoples,34,0.00579344
pipe,33,0.00562304
gay,33,0.00562304
ordinary,33,0.00562304
saved,33,0.00562304
official,33,0.00562304
Even,33,0.00562304
senseless,33,0.00562304
week,33,0.00562304
sang,33,0.00562304
shone,33,0.00562304
capture,33,0.00562304
stayed,33,0.00562304
sigh,33,0.00562304
political,33,0.00562304
opportunity,33,0.00562304
Yet,33,0.00562304
promise,33,0.00562304
pace,33,0.00562304
watch,33,0.00562304
reasons,33,0.00562304
motionless,33,0.00562304
Otr,33,0.00562304
agreed,33,0.00562304
wind,33,0.00562304
persons,33,0.00562304
inquiringly,33,0.00562304
Will,33,0.00562304
interesting,33,0.00562304
trouble,33,0.00562304
disappeared,33,0.00562304
XV,33,0.00562304
dnoe,33,0.00562304
Without,33,0.00562304
interested,33,0.00562304
weary,33,0.00562304
glittering,33,0.00562304
seriously,33,0.00562304
exist,33,0.00562304
becoming,33,0.00562304
pulled,32,0.00545265
attentively,32,0.00545265
XIII,32,0.00545265
Germans,32,0.00545265
executed,32,0.00545265
views,32,0.00545265
suggested,32,0.00545265
offended,32,0.00545265
cal,32,0.00545265
fit,32,0.00545265
Il,32,0.00545265
reaching,32,0.00545265
tail,32,0.00545265
rate,32,0.00545265
hanging,32,0.00545265
younger,32,0.00545265
lightly,32,0.00545265
parents,32,0.00545265
dry,32,0.00545265
Everyone,32,0.00545265
thick,32,0.00545265
extraordinary,32,0.00545265
Wait,32,0.00545265
sought,32,0.00545265
song,32,0.00545265
fifty,32,0.00545265
police,32,0.00545265
distinguished,32,0.00545265
innumerable,32,0.00545265
engaged,32,0.00545265
commands,32,0.00545265
L,32,0.00545265
Sem,32,0.00545265
served,32,0.00545265
faced,32,0.00545265
mercy,32,0.00545265
tino,32,0.00545265
ridden,32,0.00545265
nation,32,0.00545265
natured,32,0.00545265
lna,32,0.00545265
wagons,32,0.00545265
announced,32,0.00545265
lads,32,0.00545265
However,32,0.00545265
moral,32,0.00545265
servant,32,0.00545265
lifting,32,0.00545265
dignity,32,0.00545265
needs,32,0.00545265
touch,32,0.00545265
Had,32,0.00545265
armchair,32,0.00545265
George,32,0.00545265
Austria,32,0.00545265
leaned,32,0.00545265
eyebrows,32,0.00545265
absorbed,32,0.00545265
Serene,32,0.00545265
described,31,0.00528225
abroad,31,0.00528225
Prussia,31,0.00528225
spiritual,31,0.00528225
English,31,0.00528225
tired,31,0.00528225
summer,31,0.00528225
campfires,31,0.00528225
noise,31,0.00528225
eagerly,31,0.00528225
plump,31,0.00528225
evil,31,0.00528225
breathing,31,0.00528225
alarm,31,0.00528225
inevitable,31,0.00528225
belonged,31,0.00528225
forever,31,0.00528225
Tely,31,0.00528225
directly,31,0.00528225
indeed,31,0.00528225
dispositions,31,0.00528225
external,31,0.00528225
portrait,31,0.00528225
advice,31,0.00528225
friendly,31,0.00528225
unnatural,31,0.00528225
welfare,31,0.00528225
Duke,31,0.00528225
despair,31,0.00528225
demand,31,0.00528225
esaul,31,0.00528225
peculiar,31,0.00528225
worthy,31,0.00528225
delicate,31,0.00528225
proved,31,0.00528225
screamed,31,0.00528225
separated,31,0.00528225
existence,31,0.00528225
May,31,0.00528225
beat,31,0.00528225
deeply,31,0.00528225
nearest,31,0.00528225
Drubetsk,30,0.00511186
October,30,0.00511186
masses,30,0.00511186
haired,30,0.00511186
address,30,0.00511186
BOOK,30,0.00511186
footmen,30,0.00511186
Tim,30,0.00511186
khin,30,0.00511186
courage,30,0.00511186
realize,30,0.00511186
refuse,30,0.00511186
recognizing,30,0.00511186
ch,30,0.00511186
supposed,30,0.00511186
diplomatic,30,0.00511186
candle,30,0.00511186
Minister,30,0.00511186
couple,30,0.00511186
rank,30,0.00511186
exhausted,30,0.00511186
priest,30,0.00511186
attacked,30,0.00511186
spirits,30,0.00511186
confidence,30,0.00511186
clothes,30,0.00511186
e,30,0.00511186
pray,30,0.00511186
joke,30,0.00511186
mysterious,30,0.00511186
start,30,0.00511186
advantage,30,0.00511186
Buonaparte,30,0.00511186
excellent,30,0.00511186
Lise,30,0.00511186
fires,30,0.00511186
plainly,30,0.00511186
K,30,0.00511186
vous,30,0.00511186
wars,30,0.00511186
delighted,30,0.00511186
closer,30,0.00511186
aroused,30,0.00511186
eh,30,0.00511186
hurry,30,0.00511186
consisted,30,0.00511186
hollow,30,0.00511186
awkward,30,0.00511186
desired,30,0.00511186
concerning,30,0.00511186
answering,30,0.00511186
nature,30,0.00511186
knee,30,0.00511186
pride,30,0.00511186
rdino,30,0.00511186
changing,29,0.00494146
club,29,0.00494146
mental,29,0.00494146
Willarski,29,0.00494146
sword,29,0.00494146
villages,29,0.00494146
permission,29,0.00494146
mention,29,0.00494146
rules,29,0.00494146
icons,29,0.00494146
Shev,29,0.00494146
figures,29,0.00494146
sing,29,0.00494146
slept,29,0.00494146
mud,29,0.00494146
flying,29,0.00494146
opening,29,0.00494146
battles,29,0.00494146
tree,29,0.00494146
Sometimes,29,0.00494146
beaten,29,0.00494146
conviction,29,0.00494146
fifteen,29,0.00494146
retired,29,0.00494146
entirely,29,0.00494146
Shinsh,29,0.00494146
Or,29,0.00494146
worth,29,0.00494146
Plat,29,0.00494146
che,29,0.00494146
authority,29,0.00494146
reflected,29,0.00494146
east,29,0.00494146
favor,29,0.00494146
marrying,29,0.00494146
cruel,29,0.00494146
regular,29,0.00494146
weakness,29,0.00494146
confident,29,0.00494146
rosy,29,0.00494146
eager,29,0.00494146
blushing,29,0.00494146
animation,29,0.00494146
transferred,29,0.00494146
indicated,29,0.00494146
staying,29,0.00494146
lives,29,0.00494146
stories,29,0.00494146
seated,29,0.00494146
books,29,0.00494146
hurried,29,0.00494146
isn,28,0.00477107
shame,28,0.00477107
duties,28,0.00477107
personally,28,0.00477107
Uhlans,28,0.00477107
judge,28,0.00477107
grow,28,0.00477107
dissatisfied,28,0.00477107
conclusion,28,0.00477107
Be,28,0.00477107
Italian,28,0.00477107
land,28,0.00477107
melancholy,28,0.00477107
arrange,28,0.00477107
mlin,28,0.00477107
useless,28,0.00477107
equal,28,0.00477107
break,28,0.00477107
approach,28,0.00477107
intently,28,0.00477107
Joseph,28,0.00477107
walls,28,0.00477107
Christ,28,0.00477107
refused,28,0.00477107
closely,28,0.00477107
duel,28,0.00477107
dirty,28,0.00477107
autumn,28,0.00477107
pushing,28,0.00477107
exactly,28,0.00477107
heavily,28,0.00477107
ga,28,0.00477107
share,28,0.00477107
partner,28,0.00477107
Toll,28,0.00477107
prepare,28,0.00477107
stationed,28,0.00477107
painful,28,0.00477107
dared,28,0.00477107
swaying,28,0.00477107
invited,28,0.00477107
paced,28,0.00477107
utter,28,0.00477107
mistake,28,0.00477107
Their,28,0.00477107
west,28,0.00477107
charge,27,0.00460067
edge,27,0.00460067
1805,27,0.00460067
public,27,0.00460067
advancing,27,0.00460067
private,27,0.00460067
serving,27,0.00460067
est,27,0.00460067
admitted,27,0.00460067
bore,27,0.00460067
fifth,27,0.00460067
hospital,27,0.00460067
essence,27,0.00460067
corporal,27,0.00460067
wants,27,0.00460067
nobody,27,0.00460067
interview,27,0.00460067
brows,27,0.00460067
hurt,27,0.00460067
Ger,27,0.00460067
value,27,0.00460067
rain,27,0.00460067
eldest,27,0.00460067
rows,27,0.00460067
Kal,27,0.00460067
harm,27,0.00460067
brothers,27,0.00460067
Thank,27,0.00460067
Captain,27,0.00460067
throat,27,0.00460067
seeking,27,0.00460067
fired,27,0.00460067
militia,27,0.00460067
fat,27,0.00460067
lose,27,0.00460067
electronic,27,0.00460067
entrusted,27,0.00460067
holy,27,0.00460067
dragoons,27,0.00460067
Dokht,27,0.00460067
results,27,0.00460067
art,27,0.00460067
Sch,27,0.00460067
agreeable,27,0.00460067
throwing,27,0.00460067
elbow,27,0.00460067
seizing,27,0.00460067
fancy,27,0.00460067
restrain,27,0.00460067
slight,27,0.00460067
insignificant,27,0.00460067
driven,27,0.00460067
whip,27,0.00460067
makes,27,0.00460067
memories,27,0.00460067
enthusiasm,27,0.00460067
emotion,27,0.00460067
vra,26,0.00443028
September,26,0.00443028
benefactor,26,0.00443028
tongue,26,0.00443028
provisions,26,0.00443028
Behind,26,0.00443028
thou,26,0.00443028
bullets,26,0.00443028
misfortune,26,0.00443028
XVIII,26,0.00443028
folk,26,0.00443028
replying,26,0.00443028
rise,26,0.00443028
assume,26,0.00443028
match,26,0.00443028
prevent,26,0.00443028
B,26,0.00443028
collar,26,0.00443028
trembled,26,0.00443028
charm,26,0.00443028
hoped,26,0.00443028
cost,26,0.00443028
3,26,0.00443028
goodness,26,0.00443028
footsteps,26,0.00443028
halted,26,0.00443028
Empress,26,0.00443028
expressing,26,0.00443028
occasionally,26,0.00443028
swayed,26,0.00443028
noble,26,0.00443028
weather,26,0.00443028
marching,26,0.00443028
dining,26,0.00443028
stir,26,0.00443028
convoy,26,0.00443028
silver,26,0.00443028
sounded,26,0.00443028
louder,26,0.00443028
hers,26,0.00443028
dismounted,26,0.00443028
aware,26,0.00443028
sim,26,0.00443028
feels,26,0.00443028
shrugged,26,0.00443028
whistling,26,0.00443028
Evidently,26,0.00443028
dresses,26,0.00443028
candles,26,0.00443028
inner,26,0.00443028
Since,26,0.00443028
forced,26,0.00443028
guilty,26,0.00443028
N,26,0.00443028
maids,26,0.00443028
based,26,0.00443028
reality,26,0.00443028
fair,26,0.00443028
proper,25,0.00425988
lofty,25,0.00425988
existed,25,0.00425988
parties,25,0.00425988
declared,25,0.00425988
lip,25,0.00425988
See,25,0.00425988
wept,25,0.00425988
breaking,25,0.00425988
faith,25,0.00425988
XVII,25,0.00425988
yours,25,0.00425988
timid,25,0.00425988
trap,25,0.00425988
frost,25,0.00425988
descended,25,0.00425988
bowing,25,0.00425988
train,25,0.00425988
Beausset,25,0.00425988
nine,25,0.00425988
divine,25,0.00425988
perplexity,25,0.00425988
distinctly,25,0.00425988
Mason,25,0.00425988
Really,25,0.00425988
gained,25,0.00425988
rear,25,0.00425988
guard,25,0.00425988
mingled,25,0.00425988
struggle,25,0.00425988
cher,25,0.00425988
snuffbox,25,0.00425988
haste,25,0.00425988
E,25,0.00425988
related,25,0.00425988
marshals,25,0.00425988
abandon,25,0.00425988
comfort,25,0.00425988
rolled,25,0.00425988
assembled,25,0.00425988
vexation,25,0.00425988
crowds,25,0.00425988
nov,25,0.00425988
tsyn,25,0.00425988
doors,25,0.00425988
tones,25,0.00425988
hay,25,0.00425988
khova,25,0.00425988
